filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-22,597.08,597.08,597.08,597.08,0.045,H0
ethbtc,2016-09-22,0.02225,0.02225,0.02225,0.02225,0.541134,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-22,13.327,13.327,13.327,13.327,3.0,K1
ltcbtc,2016-09-22,0.006291,0.006291,0.006291,0.006291,9.0969133,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-22,1.2569,1.2569,1.2569,1.2569,0.146,H0
ltcusd,2016-09-22,3.7506,3.7506,3.7506,3.7506,0.17,V2
etcbtc,2016-09-22,0.0021100000000000003,0.0021100000000000003,0.0021100000000000003,0.0021100000000000003,1184.1853,H0
