filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-08,620.61,620.5,620.61,620.5,11.42479787,H0
ethbtc,2016-10-08,0.019747,0.019749,0.019749,0.019747,50.43041111,V2
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-08,12.21,12.21,12.21,12.21,3.949383,V2
ltcbtc,2016-10-08,0.0062198999999999996,0.006220000000000001,0.006220000000000001,0.0062198999999999996,50.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-08,1.1840000000000002,1.1840000000000002,1.1840000000000002,1.1840000000000002,11.0,H0
ltcusd,2016-10-08,3.8296,3.8295,3.8296,3.8295,380.28097411,V2
etcbtc,2016-10-08,0.0019169,0.0019169,0.0019169,0.0019169,0.1,H0
