filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-02-23,1184.7,1189.8,1191.4,1184.7,96.89026252,H0
rrtusd,2017-02-23,0.145,0.145,0.145,0.145,0.1,H0
ethbtc,2017-02-23,0.0112,0.0112,0.0112,0.0112,22.255853,H0
xmrusd,2017-02-23,12.95,12.953,12.953,12.95,0.74999021,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-02-23,13.244000000000002,13.269,13.269,13.244000000000002,8.248967,H0
zecusd,2017-02-23,30.275,30.275,30.275,30.275,4.051,H0
zecbtc,2017-02-23,0.025778,0.025778,0.025778,0.025778,4.0,V2
ltcbtc,2017-02-23,0.0033111999999999994,0.0033111999999999994,0.0033111999999999994,0.0033111999999999994,5.20956,H0
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2017-02-23,0.010975,0.010974,0.010975,0.010974,3.0169259999999998,H0
etcusd,2017-02-23,1.2359,1.2379,1.2379,1.2359,1305.375,H0
ltcusd,2017-02-23,3.9028,3.9057,3.9057,3.9028,26.050000000000004,H0
etcbtc,2017-02-23,0.0010442000000000001,0.0010442000000000001,0.0010442000000000001,0.0010442000000000001,129.042767,H0
