filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-04-30,1437.5,1435.0,1437.6,1435.0,24.313773250000004,H0
rrtusd,2017-04-30,0.0935,0.0935,0.0935,0.0935,0.10118347,K1
ethbtc,2017-04-30,0.057937999999999996,0.057944,0.057944,0.057937999999999996,6.4884,V2
dshbtc,2017-04-30,0.068137,0.068137,0.068137,0.068137,16.78653982,H0
xmrusd,2017-04-30,25.25,25.25,25.25,25.25,4.750689,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-04-30,83.51,83.512,83.73299999999999,83.51,51.15057793999999,H0
zecusd,2017-04-30,101.37,101.37,101.37,101.37,0.14800000000000002,H0
rrtbtc,2017-04-30,6.6E-5,6.6E-5,6.6E-5,6.6E-5,0.1,V2
zecbtc,2017-04-30,0.07,0.07,0.07,0.07,6.59245445,H0
ltcbtc,2017-04-30,0.011729999999999999,0.011729999999999999,0.011729999999999999,0.011729999999999999,7.44102472,V2
filename,date,open,close,high,low,volume,PPO_RESULT
dshusd,2017-04-30,98.287,98.01100000000001,98.287,98.01,7.7983740999999975,V2
xmrbtc,2017-04-30,0.01756,0.01756,0.01756,0.01756,0.5,K1
etcusd,2017-04-30,6.8042,6.77,6.8087,6.7,14200.743768259998,K1
ltcusd,2017-04-30,16.839000000000002,16.84,16.84,16.834,39.89898037,H0
etcbtc,2017-04-30,0.0047501,0.0047293,0.004768,0.0047293,2608.5823408,K1
