filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-07-27,655.51,655.51,655.51,655.51,0.1714,H0
ethbtc,2016-07-27,0.01984,0.01984,0.01984,0.01984,5.8274294300000005,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-07-27,13.0,13.0,13.0,13.0,18.0,H0
ltcbtc,2016-07-27,0.0060799,0.0060799,0.0060799,0.0060799,0.21871643,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-07-27,1.601,1.6011,1.6019999999999999,1.601,145.0,H0
ltcusd,2016-07-27,3.9536,3.9536,3.9536,3.9536,0.21849771,H0
etcbtc,2016-07-27,0.0025439,0.0025439,0.002547,0.0025439,1178.63398704,H0
