filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-01-20,895.96,895.74,895.96,895.74,1.2022,V2
rrtusd,2017-01-20,0.046,0.046,0.046,0.046,38.92,V2
ethbtc,2017-01-20,0.011845,0.011845,0.011845,0.011845,4.0125,H0
xmrusd,2017-01-20,11.939,11.94,11.94,11.939,38.16509238,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-01-20,10.639000000000001,10.64,10.64,10.639000000000001,157.93582857,H0
zecusd,2017-01-20,43.202,43.202,43.202,43.202,0.01190324,H0
rrtbtc,2017-01-20,5.0E-5,5.0E-5,5.0E-5,5.0E-5,110.229,H0
zecbtc,2017-01-20,0.048969,0.049,0.049,0.048969,6.271458,K1
ltcbtc,2017-01-20,0.004337,0.004337,0.004337,0.004337,7.43328997,K1
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2017-01-20,0.013315,0.013314,0.013315,0.013314,1.02278579,K1
etcusd,2017-01-20,1.345,1.345,1.345,1.345,21.1396,K1
ltcusd,2017-01-20,3.9098,3.9098,3.9098,3.9098,25.0,K1
etcbtc,2017-01-20,0.001497,0.0015019999999999999,0.0015019999999999999,0.001497,44.46,H0
