filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-10,590.5,590.28,590.5,590.28,2.5595830200000003,K1
ethbtc,2016-08-10,0.020143,0.020143,0.020143,0.020143,64.04981646,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-10,11.93,11.92,11.93,11.92,902.51,H0
ltcbtc,2016-08-10,0.0061777,0.0061777,0.0061777,0.0061777,8.1391,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-10,1.65,1.65,1.65,1.65,4.87531393,H0
ltcusd,2016-08-10,3.56,3.56,3.56,3.56,6.1602,K1
etcbtc,2016-08-10,0.0028699999999999997,0.0028699999999999997,0.0028699999999999997,0.0028699999999999997,4.76171868,H0
