filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-11-15,712.18,712.17,712.18,712.17,1.88065,H0
rrtusd,2016-11-15,0.06197999999999999,0.06197999999999999,0.06197999999999999,0.06197999999999999,6.0,H0
ethbtc,2016-11-15,0.014338,0.014339,0.014339,0.014338,15.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-11-15,10.265,10.265,10.265,10.265,25.85995776,H0
zecusd,2016-11-15,108.12,108.12,108.12,108.12,0.01059187,H0
zecbtc,2016-11-15,0.1514,0.1514,0.1514,0.1514,0.01095323,H0
ltcbtc,2016-11-15,0.005481100000000001,0.005481100000000001,0.005481100000000001,0.005481100000000001,10.54968275,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-11-15,0.9256,0.92648,0.92648,0.9256,72.86735999999998,H0
ltcusd,2016-11-15,3.9031,3.9031,3.9031,3.9031,1.34481,H0
etcbtc,2016-11-15,0.0013,0.0013,0.0013,0.0013,75.28630384,H0
