,time,open,close,high,low,volume,the_date
0,1538772720000.0,0.0012499,0.00125,0.00125,0.0012499,224.32783605,2018-10-05
1,1538857320000.0,0.0011214,0.0011217,0.0011217,0.0011214,718.49729014,2018-10-06
2,1538937720000.0,0.0014417,0.0014417,0.0014417,0.0014417,69.012,2018-10-07
3,1539026460000.0,0.0015999,0.0016,0.0016,0.0015999,409.5473861,2018-10-08
4,1539115080000.0,0.0014597999999999998,0.0014597999999999998,0.0014597999999999998,0.0014597999999999998,54.186409999999995,2018-10-09
5,1539180180000.0,0.0016742,0.0016742,0.0016742,0.0016742,130.08,2018-10-10
6,1539301680000.0,0.0020152,0.0020151,0.0020152,0.0020151,160.78913261,2018-10-11
7,1539372120000.0,0.0021985,0.0021985,0.0021985,0.0021985,72.89743006,2018-10-12
8,1539460260000.0,0.0021985,0.0021985,0.0021985,0.0021985,431.73564279,2018-10-13
9,1539559200000.0,0.0022513000000000003,0.002251,0.0022563,0.0022473000000000003,735.5648258900002,2018-10-14
10,1539636960000.0,0.0023899,0.0023902,0.0023902,0.0023899,431.12195014,2018-10-15
11,1539732780000.0,0.0026425,0.0026425,0.0026425,0.0026425,259.63,2018-10-16
12,1539820740000.0,0.002649,0.002641,0.002649,0.002623,2861.33622642,2018-10-17
13,1539907140000.0,0.00283,0.002829,0.00283,0.002829,625.2904,2018-10-18
14,1539993540000.0,0.002055,0.0020670000000000003,0.0020809,0.0019695,4833.71024876,2018-10-19
15,1540079940000.0,0.002298,0.002298,0.002298,0.002297,456.9106,2018-10-20
16,1540166340000.0,0.002663,0.002695,0.002695,0.002663,747.6227,2018-10-21
17,1540252620000.0,0.0030269999999999997,0.003025,0.0030269999999999997,0.003025,1519.8509,2018-10-22
18,1540339140000.0,0.0033279000000000004,0.0033279000000000004,0.0033280000000000002,0.0033279000000000004,234.82306481,2018-10-23
19,1540425540000.0,0.003722,0.0036442000000000002,0.003722,0.0036442000000000002,1474.2472,2018-10-24
20,1540511700000.0,0.0037909999999999997,0.003786,0.0037909999999999997,0.003786,253.3292,2018-10-25
21,1540598280000.0,0.0035240000000000002,0.003525,0.003525,0.0035240000000000002,176.9576,2018-10-26
22,1540684740000.0,0.003631,0.003631,0.003631,0.003631,439.4598,2018-10-27
23,1540771140000.0,0.0038740000000000003,0.0038740000000000003,0.0038740000000000003,0.0038740000000000003,161.3299,2018-10-28
24,1540857540000.0,0.003867,0.003867,0.003867,0.003867,1829.9813,2018-10-29
25,1540943940000.0,0.0036263000000000007,0.0036263000000000007,0.0036263000000000007,0.0036263000000000007,44.6697,2018-10-30
26,1541030340000.0,0.003542,0.0035165999999999995,0.003542,0.0035165999999999995,143.68153585,2018-10-31
27,1541116680000.0,0.003471,0.003471,0.003471,0.003471,198.9895,2018-11-01
28,1541203140000.0,0.0033090000000000003,0.0033079999999999997,0.0033090000000000003,0.0033079999999999997,1390.3262,2018-11-02
29,1541289540000.0,0.003199,0.003187,0.003199,0.003187,548.044,2018-11-03
30,1541375880000.0,0.0029465,0.002921,0.0029465,0.002921,202.4348,2018-11-04
31,1541462340000.0,0.002817,0.002817,0.002817,0.002817,837.9332999999998,2018-11-05
32,1541548740000.0,0.002659,0.002659,0.002659,0.002659,856.715,2018-11-06
33,1541635140000.0,0.002523,0.002523,0.002523,0.002523,64.1819,2018-11-07
34,1541721540000.0,0.002375,0.002369,0.002375,0.002369,1102.1082,2018-11-08
35,1541807940000.0,0.002539,0.00253,0.002539,0.00253,1100.2381,2018-11-09
36,1541894340000.0,0.002367,0.002367,0.002367,0.002367,2492.8062,2018-11-10
37,1541980740000.0,0.002364,0.002365,0.002375,0.002364,1348.5672942,2018-11-11
