,time,open,close,high,low,volume,the_date
0,1536243180000.0,0.0034336999999999996,0.0034336999999999996,0.0034336999999999996,0.0034336999999999996,42.53474706,2018-09-06
1,1536321120000.0,0.0033179999999999998,0.0033179999999999998,0.0033179999999999998,0.0033179999999999998,0.001,2018-09-07
2,1536409680000.0,0.00305,0.00305,0.00305,0.00305,0.998,2018-09-08
3,1536532260000.0,0.00299,0.00299,0.00299,0.00299,53.25982849,2018-09-09
4,1536605760000.0,0.002829,0.0029,0.0029,0.002829,216.62068966,2018-09-10
5,1536624000000.0, 2.836E-03, 2.900E-03, 2.900E-03, 2.836E-03, 1.942E+02,2018-09-11
6,1536780660000.0,0.0029,0.0029,0.0029,0.0029,1.59658259,2018-09-12
7,1536796800000.0, 2.791E-03, 2.791E-03, 2.791E-03, 2.791E-03, 2.716E+00,2018-09-13
8,1536883200000.0, 2.205E-03, 2.205E-03, 2.205E-03, 2.205E-03, 8.706E+00,2018-09-14
9,1537046100000.0,0.0011013,0.0011013,0.0011013,0.0011013,20.0,2018-09-15
10,1537056000000.0, 1.234E-03, 1.234E-03, 1.234E-03, 1.234E-03, 2.000E+01,2018-09-16
11,1537171800000.0,0.0027901,0.0027901,0.0027901,0.0027901,20.0,2018-09-17
12,1537228800000.0, 2.766E-03, 2.766E-03, 2.766E-03, 2.766E-03, 1.401E+02,2018-09-18
13,1537382160000.0,0.0027,0.0027,0.0027,0.0027,463.19002666,2018-09-19
14,1537401600000.0, 2.703E-03, 2.703E-03, 2.703E-03, 2.703E-03, 4.508E+02,2018-09-20
15,1537488000000.0, 2.714E-03, 2.716E-03, 2.716E-03, 2.714E-03, 3.955E+02,2018-09-21
16,1537574400000.0, 2.726E-03, 2.728E-03, 2.728E-03, 2.726E-03, 3.402E+02,2018-09-22
17,1537660800000.0, 2.737E-03, 2.741E-03, 2.741E-03, 2.737E-03, 2.850E+02,2018-09-23
18,1537747200000.0, 2.748E-03, 2.754E-03, 2.754E-03, 2.748E-03, 2.297E+02,2018-09-24
19,1537833600000.0, 2.760E-03, 2.767E-03, 2.767E-03, 2.760E-03, 1.744E+02,2018-09-25
20,1537920000000.0, 2.771E-03, 2.779E-03, 2.779E-03, 2.771E-03, 1.192E+02,2018-09-26
21,1538061000000.0,0.0027901,0.0028,0.0028,0.0027901,29.0,2018-09-27
22,1538092800000.0, 2.792E-03, 2.800E-03, 2.800E-03, 2.792E-03, 4.080E+01,2018-09-28
23,1538217360000.0,0.0028,0.0028,0.0028,0.0028,87.0,2018-09-29
24,1538311680000.0,0.0012655,0.0012655,0.0012655,0.0012655,27.68525005,2018-09-30
25,1538403960000.0,0.0028,0.0028,0.0028,0.0028,20.0,2018-10-01
