,time,open,close,high,low,volume,the_date
0,1529005320000.0,8.0E-4,8.0E-4,8.0E-4,8.0E-4,224.942028,2018-06-14
1,1529107020000.0,0.001033,0.001033,0.001033,0.001033,1500.0,2018-06-15
2,1529192220000.0,8.216000000000001E-4,8.216000000000001E-4,8.216000000000001E-4,8.216000000000001E-4,2000.0,2018-06-16
3,1529278500000.0,7.913E-4,7.913E-4,7.913E-4,7.913E-4,227.69400000000002,2018-06-17
4,1529353500000.0,8.2E-4,8.2E-4,8.2E-4,8.2E-4,878.9532103600002,2018-06-18
5,1529451300000.0,7.997999999999999E-4,7.997999999999999E-4,7.997999999999999E-4,7.997999999999999E-4,240.0,2018-06-19
6,1529538960000.0,7.2149E-4,7.2149E-4,7.2149E-4,7.2149E-4,55.05505506,2018-06-20
7,1529620140000.0,6.7018E-4,6.7018E-4,6.7018E-4,6.7018E-4,22.0,2018-06-21
8,1529706060000.0,7.05E-4,7.05E-4,7.05E-4,7.05E-4,1000.0,2018-06-22
9,1529796120000.0,6.799999999999999E-4,6.799999999999999E-4,6.799999999999999E-4,6.799999999999999E-4,95.5997,2018-06-23
10,1529872920000.0,6.4E-4,6.4E-4,6.4E-4,6.4E-4,614.0,2018-06-24
11,1529956500000.0,6.46E-4,6.46E-4,6.46E-4,6.46E-4,1362.6037,2018-06-25
12,1530053520000.0,6.5668E-4,6.5668E-4,6.5668E-4,6.5668E-4,366.8,2018-06-26
13,1530102420000.0,6.349999999999999E-4,6.349999999999999E-4,6.349999999999999E-4,6.349999999999999E-4,490.55157479999997,2018-06-27
14,1530190800000.0,6.25E-4,6.25E-4,6.25E-4,6.25E-4,368.8308,2018-06-28
15,1530274560000.0,6.2342E-4,6.2342E-4,6.2342E-4,6.2342E-4,1.65911173,2018-06-29
16,1530396660000.0,7.2349E-4,7.2349E-4,7.2349E-4,7.2349E-4,89.4560254,2018-06-30
17,1530471660000.0,7.4E-4,7.4E-4,7.4E-4,7.4E-4,49.95,2018-07-01
18,1530574380000.0,7.4999E-4,7.4999E-4,7.4999E-4,7.4999E-4,667.0540950000001,2018-07-02
19,1530659640000.0,8.4087E-4,8.4088E-4,8.4088E-4,8.4087E-4,1251.42375844,2018-07-03
20,1530738420000.0,7.8E-4,7.8E-4,7.8E-4,7.8E-4,72.64522564,2018-07-04
21,1530817440000.0,7.907999999999999E-4,7.907999999999999E-4,7.907999999999999E-4,7.907999999999999E-4,921.1422,2018-07-05
22,1530912000000.0,8.6502E-4,8.65E-4,8.6502E-4,8.65E-4,596.78364619,2018-07-06
23,1530985320000.0,8.9697E-4,8.9697E-4,8.9697E-4,8.9697E-4,58.34934278,2018-07-07
24,1531060980000.0,8.5E-4,8.5E-4,8.5E-4,8.5E-4,194.14935294,2018-07-08
25,1531152840000.0,8.349999999999999E-4,8.349999999999999E-4,8.349999999999999E-4,8.349999999999999E-4,801.60722891,2018-07-09
26,1531267140000.0,7.8257E-4,7.8257E-4,7.8257E-4,7.8257E-4,200.0,2018-07-10
27,1531353540000.0,8.093999999999999E-4,8.0808E-4,8.106E-4,8.0782E-4,585.0,2018-07-11
28,1531439940000.0,7.482999999999999E-4,7.477E-4,7.488999999999999E-4,7.469999999999999E-4,1117.4,2018-07-12
29,1531526280000.0,7.245E-4,7.258999999999999E-4,7.261E-4,7.237999999999999E-4,882.7,2018-07-13
30,1531612740000.0,7.585E-4,7.559E-4,7.595E-4,7.547000000000001E-4,1115.7,2018-07-14
31,1531699140000.0,7.491E-4,7.494E-4,7.494E-4,7.491E-4,753.3,2018-07-15
32,1531785540000.0,7.413E-4,7.411000000000001E-4,7.413E-4,7.411000000000001E-4,4091.1,2018-07-16
33,1531871940000.0,8.132999999999999E-4,8.107000000000001E-4,8.142000000000002E-4,8.107000000000001E-4,516.5,2018-07-17
34,1531955820000.0,9.0994E-4,8.699999999999999E-4,9.0994E-4,8.699999999999999E-4,312.0858810900001,2018-07-18
35,1532044740000.0,8.847999999999999E-4,8.843999999999999E-4,8.849E-4,8.833000000000001E-4,869.8,2018-07-19
36,1532131140000.0,8.076E-4,8.087999999999999E-4,8.087999999999999E-4,8.076E-4,650.3,2018-07-20
37,1532217540000.0,8.2491E-4,8.294999999999999E-4,8.294999999999999E-4,8.2491E-4,819.018,2018-07-21
38,1532303940000.0,8.129E-4,8.125999999999999E-4,8.131999999999999E-4,8.125999999999999E-4,687.8,2018-07-22
39,1532390340000.0,7.774E-4,7.781000000000001E-4,7.784E-4,7.773E-4,592.5,2018-07-23
40,1532476740000.0,7.387E-4,7.391E-4,7.394E-4,7.373E-4,508.5,2018-07-24
41,1532563140000.0,8.309E-4,8.314E-4,8.317E-4,8.308E-4,275.3,2018-07-25
42,1532649540000.0,7.85E-4,7.851E-4,7.851E-4,7.849E-4,330.5,2018-07-26
43,1532735940000.0,7.872E-4,7.872999999999999E-4,7.874E-4,7.871E-4,451.7,2018-07-27
44,1532822340000.0,8.326000000000001E-4,8.33E-4,8.330999999999999E-4,8.323E-4,225.7,2018-07-28
45,1532907720000.0,8.302999999999999E-4,8.302999999999999E-4,8.302999999999999E-4,8.302999999999999E-4,102.4,2018-07-29
46,1532995140000.0,9.105000000000001E-4,9.176999999999999E-4,9.176999999999999E-4,9.097000000000002E-4,416.0,2018-07-30
47,1533081540000.0,8.695E-4,8.702E-4,8.702E-4,8.693999999999999E-4,486.6,2018-07-31
48,1533167940000.0,8.218E-4,8.214E-4,8.222000000000001E-4,8.213E-4,194.1,2018-08-01
49,1533254340000.0,7.349E-4,7.344E-4,7.351E-4,7.343E-4,337.9000000000001,2018-08-02
50,1533335640000.0,7.019999999999999E-4,7.019999999999999E-4,7.019999999999999E-4,7.019999999999999E-4,92.38603988,2018-08-03
51,1533427140000.0,6.62E-4,6.621E-4,6.626000000000001E-4,6.62E-4,394.8,2018-08-04
52,1533513540000.0,6.777E-4,6.778999999999999E-4,6.778999999999999E-4,6.775E-4,468.7,2018-08-05
53,1533599940000.0,7.189E-4,7.184E-4,7.191E-4,7.183E-4,661.9,2018-08-06
54,1533686340000.0,6.977E-4,6.971E-4,6.977999999999999E-4,6.968E-4,525.6,2018-08-07
55,1533758460000.0,6.09E-4,6.09E-4,6.09E-4,6.09E-4,505.17014754,2018-08-08
56,1533854700000.0,6.671E-4,6.603E-4,6.671E-4,6.603E-4,1796.1874,2018-08-09
57,1533935820000.0,7.0E-4,7.0E-4,7.0E-4,7.0E-4,9073.21328942,2018-08-10
58,1534031940000.0,6.75E-4,6.7749E-4,6.7749E-4,6.75E-4,315.86298999999997,2018-08-11
59,1534103880000.0,6.5601E-4,6.5601E-4,6.5601E-4,6.5601E-4,201.23659982,2018-08-12
60,1534204080000.0,6.699E-4,6.75E-4,6.75E-4,6.699E-4,11909.0,2018-08-13
61,1534290180000.0,5.316E-4,5.316E-4,5.316E-4,5.316E-4,195.604145,2018-08-14
62,1534375860000.0,5.79E-4,5.9E-4,5.9E-4,5.79E-4,249.80000212,2018-08-15
63,1534460580000.0,6.6349E-4,6.638E-4,6.638E-4,6.6349E-4,400.0,2018-08-16
64,1534549440000.0,6.53E-4,6.5294E-4,6.53E-4,6.5294E-4,9884.75045942,2018-08-17
65,1534627080000.0,6.8485E-4,6.83E-4,6.8485E-4,6.83E-4,150.0,2018-08-18
66,1534717140000.0,6.311E-4,6.311E-4,6.311E-4,6.311E-4,666.93128452,2018-08-19
67,1534806240000.0,7.0486E-4,7.0486E-4,7.0486E-4,7.0486E-4,457.514,2018-08-20
68,1534873920000.0,6.78E-4,6.78E-4,6.78E-4,6.78E-4,1252.0672,2018-08-21
69,1534969620000.0,6.839E-4,6.839E-4,6.839E-4,6.839E-4,3003.6014,2018-08-22
70,1535052780000.0,6.5489E-4,6.548999999999999E-4,6.548999999999999E-4,6.5489E-4,3779.86642113,2018-08-23
71,1535151780000.0,7.39E-4,7.39E-4,7.39E-4,7.39E-4,138.47799999999998,2018-08-24
72,1535225640000.0,7.4484E-4,7.4484E-4,7.4484E-4,7.4484E-4,185.56603551,2018-08-25
73,1535312280000.0,8.0297E-4,8.0778E-4,8.0778E-4,8.0297E-4,601.51133892,2018-08-26
74,1535413980000.0,7.1986E-4,7.1986E-4,7.1986E-4,7.1986E-4,530.77733897,2018-08-27
75,1535459340000.0,8.1499E-4,8.150000000000001E-4,8.150000000000001E-4,8.1499E-4,134.29399999999998,2018-08-28
76,1535518020000.0,7.9E-4,7.9E-4,7.9E-4,7.9E-4,100.0,2018-08-29
77,1535655000000.0,7.41E-4,7.41E-4,7.41E-4,7.41E-4,114.09639578,2018-08-30
78,1535674200000.0,7.6956E-4,7.6959E-4,7.6959E-4,7.6956E-4,318.02191026,2018-08-31
79,1535844240000.0,7.5E-4,7.5E-4,7.5E-4,7.5E-4,472.0,2018-09-01
80,1535846400000.0, 7.499E-04, 7.499E-04, 7.499E-04, 7.499E-04, 4.667E+02,2018-09-02
81,1535996400000.0,7.4E-4,7.4E-4,7.4E-4,7.4E-4,99.9,2018-09-03
82,1536076080000.0,7.28E-4,7.28E-4,7.28E-4,7.28E-4,100.0,2018-09-04
83,1536145440000.0,7.28E-4,7.28E-4,7.28E-4,7.28E-4,100.0,2018-09-05
84,1536274260000.0,7.36E-4,7.36E-4,7.36E-4,7.36E-4,116.5,2018-09-06
85,1536336060000.0,7.480000000000001E-4,7.480000000000001E-4,7.480000000000001E-4,7.480000000000001E-4,13.76956641,2018-09-07
86,1536450900000.0,7.7829E-4,7.783E-4,7.783E-4,7.7829E-4,168.94487216,2018-09-08
87,1536530820000.0,7.932000000000001E-4,7.932000000000001E-4,7.932000000000001E-4,7.932000000000001E-4,108.2,2018-09-09
88,1536612060000.0,7.657E-4,7.657E-4,7.657E-4,7.657E-4,112.7,2018-09-10
89,1536678720000.0,7.4342E-4,7.434E-4,7.4342E-4,7.434E-4,356.86019993,2018-09-11
90,1536794520000.0,7.189E-4,7.189E-4,7.189E-4,7.189E-4,130.4,2018-09-12
91,1536880680000.0,7.132999999999999E-4,7.061E-4,7.132999999999999E-4,7.061E-4,94.03665511,2018-09-13
92,1536962880000.0,6.767E-4,6.767E-4,6.767E-4,6.767E-4,132.3,2018-09-14
93,1537039740000.0,6.452999999999999E-4,6.452999999999999E-4,6.452999999999999E-4,6.452999999999999E-4,127.5,2018-09-15
94,1537141740000.0,6.829E-4,6.829E-4,6.829E-4,6.829E-4,128.3,2018-09-16
95,1537214040000.0,6.971E-4,7.042000000000001E-4,7.042000000000001E-4,6.971E-4,146.2698,2018-09-17
