,time,open,close,high,low,volume,the_date
0,1523131380000.0,2.3899999999999998E-5,2.4E-5,2.4E-5,2.3899999999999998E-5,2100.0,2018-04-07
1,1523231040000.0,2.5E-5,2.5E-5,2.5E-5,2.5E-5,114.0,2018-04-08
2,1523304540000.0,2.304E-5,2.293E-5,2.304E-5,2.293E-5,5002.18219182,2018-04-09
3,1523403060000.0,2.488E-5,2.488E-5,2.488E-5,2.488E-5,792.9766881,2018-04-10
4,1523477820000.0,2.477E-5,2.477E-5,2.477E-5,2.477E-5,65.0,2018-04-11
5,1523577540000.0,2.421E-5,2.421E-5,2.421E-5,2.421E-5,254.8228,2018-04-12
6,1523661960000.0,2.587E-5,2.587E-5,2.587E-5,2.587E-5,128.0,2018-04-13
7,1523747340000.0,2.679E-5,2.679E-5,2.679E-5,2.679E-5,478.0,2018-04-14
8,1523829300000.0,2.694E-5,2.694E-5,2.694E-5,2.694E-5,375.60761641,2018-04-15
9,1523920860000.0,2.649E-5,2.648E-5,2.649E-5,2.648E-5,10000.0,2018-04-16
10,1524009180000.0,2.653E-5,2.583E-5,2.653E-5,2.583E-5,264.0,2018-04-17
11,1524087120000.0,2.8699999999999996E-5,2.677E-5,2.8699999999999996E-5,2.677E-5,1267.1976865,2018-04-18
12,1524180660000.0,2.872E-5,2.872E-5,2.872E-5,2.872E-5,138.64818024,2018-04-19
13,1524251160000.0,2.629E-5,2.639E-5,2.639E-5,2.617E-5,4967.873396800001,2018-04-20
14,1524323100000.0,2.487E-5,2.487E-5,2.487E-5,2.487E-5,408.00935681,2018-04-21
15,1524437040000.0,2.671E-5,2.661E-5,2.671E-5,2.661E-5,3596.368030880001,2018-04-22
16,1524523620000.0,2.94E-5,2.94E-5,2.94E-5,2.94E-5,250.0,2018-04-23
17,1524613800000.0,2.878E-5,2.876E-5,2.878E-5,2.876E-5,2556.5136,2018-04-24
18,1524700020000.0,2.518E-5,2.518E-5,2.518E-5,2.518E-5,119.38938,2018-04-25
19,1524767160000.0,2.696E-5,2.696E-5,2.696E-5,2.696E-5,175.0,2018-04-26
20,1524873540000.0,2.8499999999999998E-5,2.855E-5,2.855E-5,2.8499999999999998E-5,702.1719885299998,2018-04-27
21,1524942540000.0,2.854E-5,2.854E-5,2.854E-5,2.854E-5,252.90472855,2018-04-28
22,1525044600000.0,2.8699999999999996E-5,2.8699999999999996E-5,2.8699999999999996E-5,2.8699999999999996E-5,1424.30284,2018-04-29
23,1525130340000.0,2.98E-5,2.98E-5,2.98E-5,2.98E-5,648.0,2018-04-30
24,1525188360000.0,2.988E-5,2.987E-5,2.988E-5,2.987E-5,1297.4,2018-05-01
25,1525298580000.0,3.103E-5,3.103E-5,3.103E-5,3.103E-5,852.35463587,2018-05-02
