"0,Bitcoin,BTC,20191214,7065.3398"
"1,Ethereum,ETH,20191214,141.4040"
"2,Ripple,XRP,20191214,0.2153"
"4,Tether,USDT,20191214,1.0066"
"5,Litecoin,LTC,20191214,43.1805"
